FILENAME;\Hard Disk2\Result\strain_B.csv
PROTOCOL;synthetic_test
FILE_VERSION;3.3;
DATE START;2026-09-01;08:00:00
DATE END;2026-09-02;04:00:00;;Last Reading;120;Timestamp;0
DEVICE;BL000-SYNTH
USER;test;COMMENT;synthetic data, not a real experiment
PLATETYPE;MTP-96-Round;LOT;UNKOWN
MTP ROWS;8
MTP COLUMNS;12
FILTERSETS;1;REFERENCE_MODE;2;MULTI_PMT;0;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
 1;Biomass;620;620;96MTP;1;20;1.00;100.00;179.00;;;SET TEMPERATURE [°C];30.00
;;;;;;;;;;;;SET HUMIDITY [rH];85.00
;;;;;;;;;;;;SET O2 [%];20.95
;;;;;;;;;;;;SET CO2 [%];0.00
;;;;;;;;;;;;SET SHAKER FREQUENCY [rpm];1000.00
;;;;;;;;;;;;SET CYCLE TIME [min];10
;;;;;;;;;;;;SET EXP TIME [h];0

READING;WELLNUM;CONTENT;DESCRIPTION;FILTERSET;TIME [h];AMPLITUDE;PHASE;ACT TEMP [°C];ACT HUMIDITY [rH];ACT O2 [%];ACT CO2 [%];COMMENTS;TEMP CHAMBER;TEMP TABLE;TEMP BOTTLE
C90;A05;X1;;1;14.86310;40.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;A06;X2;;1;14.86905;12.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;A07;X2;;1;14.87500;12.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;A08;X2;;1;14.88095;13.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;A09;X2;;1;14.88690;12.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;A10;X2;;1;14.89286;11.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;A11;X3;;1;14.89881;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;A12;X3;;1;14.90476;10.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B01;X3;;1;14.91071;10.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B02;X3;;1;14.91667;10.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B03;X3;;1;14.92262;11.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B04;X4;;1;14.92857;20.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B05;X4;;1;14.93452;21.27;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B06;X4;;1;14.94048;20.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B07;X4;;1;14.94643;20.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B08;X4;;1;14.95238;20.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B09;B1;;1;14.95833;7.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B10;B1;;1;14.96429;7.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C90;B11;B1;;1;14.97024;7.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;15.00000;180.89;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C91;A01;X1;;1;15.00595;39.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A02;X1;;1;15.01190;37.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A03;X1;;1;15.01786;38.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A04;X1;;1;15.02381;34.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A05;X1;;1;15.02976;41.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A06;X2;;1;15.03571;13.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A07;X2;;1;15.04167;12.34;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A08;X2;;1;15.04762;13.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A09;X2;;1;15.05357;12.61;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A10;X2;;1;15.05952;11.64;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A11;X3;;1;15.06548;10.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;A12;X3;;1;15.07143;9.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B01;X3;;1;15.07738;10.58;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B02;X3;;1;15.08333;10.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B03;X3;;1;15.08929;10.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B04;X4;;1;15.09524;21.48;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B05;X4;;1;15.10119;22.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B06;X4;;1;15.10714;20.97;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B07;X4;;1;15.11310;21.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B08;X4;;1;15.11905;21.01;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B09;B1;;1;15.12500;8.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B10;B1;;1;15.13095;8.05;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C91;B11;B1;;1;15.13690;8.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;15.16667;178.63;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C92;A01;X1;;1;15.17262;39.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A02;X1;;1;15.17857;37.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A03;X1;;1;15.18452;38.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A04;X1;;1;15.19048;35.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A05;X1;;1;15.19643;41.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A06;X2;;1;15.20238;13.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A07;X2;;1;15.20833;12.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A08;X2;;1;15.21429;13.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A09;X2;;1;15.22024;12.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A10;X2;;1;15.22619;12.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A11;X3;;1;15.23214;10.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;A12;X3;;1;15.23810;11.02;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B01;X3;;1;15.24405;10.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B02;X3;;1;15.25000;10.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B03;X3;;1;15.25595;11.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B04;X4;;1;15.26190;21.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B05;X4;;1;15.26786;22.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B06;X4;;1;15.27381;21.16;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B07;X4;;1;15.27976;21.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B08;X4;;1;15.28571;20.72;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B09;B1;;1;15.29167;8.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B10;B1;;1;15.29762;8.69;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C92;B11;B1;;1;15.30357;7.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;15.33333;179.96;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C93;A01;X1;;1;15.33929;40.01;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A02;X1;;1;15.34524;39.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A03;X1;;1;15.35119;38.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A04;X1;;1;15.35714;35.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A05;X1;;1;15.36310;42.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A06;X2;;1;15.36905;13.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A07;X2;;1;15.37500;12.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A08;X2;;1;15.38095;13.56;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A09;X2;;1;15.38690;12.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A10;X2;;1;15.39286;12.36;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A11;X3;;1;15.39881;10.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;A12;X3;;1;15.40476;10.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B01;X3;;1;15.41071;10.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B02;X3;;1;15.41667;10.32;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B03;X3;;1;15.42262;10.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B04;X4;;1;15.42857;22.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B05;X4;;1;15.43452;22.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B06;X4;;1;15.44048;21.94;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B07;X4;;1;15.44643;22.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B08;X4;;1;15.45238;21.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B09;B1;;1;15.45833;7.37;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B10;B1;;1;15.46429;7.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C93;B11;B1;;1;15.47024;7.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;15.50000;180.30;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C94;A01;X1;;1;15.50595;41.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A02;X1;;1;15.51190;39.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A03;X1;;1;15.51786;40.24;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A04;X1;;1;15.52381;36.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A05;X1;;1;15.52976;43.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A06;X2;;1;15.53571;13.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A07;X2;;1;15.54167;12.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A08;X2;;1;15.54762;13.28;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A09;X2;;1;15.55357;12.84;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A10;X2;;1;15.55952;12.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A11;X3;;1;15.56548;11.54;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;A12;X3;;1;15.57143;10.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B01;X3;;1;15.57738;10.26;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B02;X3;;1;15.58333;10.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B03;X3;;1;15.58929;11.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B04;X4;;1;15.59524;22.59;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B05;X4;;1;15.60119;22.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B06;X4;;1;15.60714;21.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B07;X4;;1;15.61310;22.60;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B08;X4;;1;15.61905;22.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B09;B1;;1;15.62500;7.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B10;B1;;1;15.63095;7.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C94;B11;B1;;1;15.63690;8.13;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;15.66667;176.89;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C95;A01;X1;;1;15.67262;40.67;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A02;X1;;1;15.67857;39.97;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A03;X1;;1;15.68452;39.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A04;X1;;1;15.69048;37.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A05;X1;;1;15.69643;42.90;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A06;X2;;1;15.70238;13.43;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A07;X2;;1;15.70833;12.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A08;X2;;1;15.71429;13.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A09;X2;;1;15.72024;12.71;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A10;X2;;1;15.72619;12.55;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A11;X3;;1;15.73214;10.97;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;A12;X3;;1;15.73810;10.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B01;X3;;1;15.74405;9.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B02;X3;;1;15.75000;9.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B03;X3;;1;15.75595;10.88;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B04;X4;;1;15.76190;22.46;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B05;X4;;1;15.76786;22.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B06;X4;;1;15.77381;22.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B07;X4;;1;15.77976;22.92;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B08;X4;;1;15.78571;21.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B09;B1;;1;15.79167;8.21;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B10;B1;;1;15.79762;8.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C95;B11;B1;;1;15.80357;8.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;15.83333;180.07;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C96;A01;X1;;1;15.83929;42.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A02;X1;;1;15.84524;40.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A03;X1;;1;15.85119;40.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A04;X1;;1;15.85714;37.96;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A05;X1;;1;15.86310;45.20;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A06;X2;;1;15.86905;13.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A07;X2;;1;15.87500;12.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A08;X2;;1;15.88095;13.46;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A09;X2;;1;15.88690;13.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A10;X2;;1;15.89286;13.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A11;X3;;1;15.89881;11.39;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;A12;X3;;1;15.90476;10.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B01;X3;;1;15.91071;10.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B02;X3;;1;15.91667;10.53;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B03;X3;;1;15.92262;11.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B04;X4;;1;15.92857;23.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B05;X4;;1;15.93452;23.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B06;X4;;1;15.94048;22.65;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B07;X4;;1;15.94643;23.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B08;X4;;1;15.95238;22.12;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B09;B1;;1;15.95833;7.87;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B10;B1;;1;15.96429;7.74;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C96;B11;B1;;1;15.97024;8.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;16.00000;179.26;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C97;A01;X1;;1;16.00595;42.62;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A02;X1;;1;16.01190;41.62;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A03;X1;;1;16.01786;41.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A04;X1;;1;16.02381;37.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A05;X1;;1;16.02976;44.57;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A06;X2;;1;16.03571;13.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A07;X2;;1;16.04167;13.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A08;X2;;1;16.04762;13.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A09;X2;;1;16.05357;13.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A10;X2;;1;16.05952;12.63;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A11;X3;;1;16.06548;11.44;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;A12;X3;;1;16.07143;10.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B01;X3;;1;16.07738;10.93;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B02;X3;;1;16.08333;10.00;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B03;X3;;1;16.08929;11.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B04;X4;;1;16.09524;23.11;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B05;X4;;1;16.10119;23.68;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B06;X4;;1;16.10714;22.97;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B07;X4;;1;16.11310;23.45;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B08;X4;;1;16.11905;23.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B09;B1;;1;16.12500;7.86;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B10;B1;;1;16.13095;7.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C97;B11;B1;;1;16.13690;8.42;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;16.16667;181.25;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C98;A01;X1;;1;16.17262;43.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A02;X1;;1;16.17857;41.98;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A03;X1;;1;16.18452;42.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A04;X1;;1;16.19048;38.81;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A05;X1;;1;16.19643;46.70;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A06;X2;;1;16.20238;14.33;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A07;X2;;1;16.20833;13.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A08;X2;;1;16.21429;14.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A09;X2;;1;16.22024;13.50;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A10;X2;;1;16.22619;13.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A11;X3;;1;16.23214;11.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;A12;X3;;1;16.23810;10.47;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B01;X3;;1;16.24405;11.19;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B02;X3;;1;16.25000;9.95;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B03;X3;;1;16.25595;11.03;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B04;X4;;1;16.26190;23.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B05;X4;;1;16.26786;24.10;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B06;X4;;1;16.27381;23.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B07;X4;;1;16.27976;24.25;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B08;X4;;1;16.28571;23.40;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B09;B1;;1;16.29167;7.77;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B10;B1;;1;16.29762;8.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C98;B11;B1;;1;16.30357;8.23;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;16.33333;180.47;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C99;A01;X1;;1;16.33929;43.07;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A02;X1;;1;16.34524;42.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A03;X1;;1;16.35119;42.46;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A04;X1;;1;16.35714;39.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A05;X1;;1;16.36310;46.29;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A06;X2;;1;16.36905;13.80;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A07;X2;;1;16.37500;12.83;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A08;X2;;1;16.38095;13.41;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A09;X2;;1;16.38690;13.22;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A10;X2;;1;16.39286;13.35;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A11;X3;;1;16.39881;10.89;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;A12;X3;;1;16.40476;9.91;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B01;X3;;1;16.41071;10.73;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B02;X3;;1;16.41667;10.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B03;X3;;1;16.42262;11.15;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B04;X4;;1;16.42857;24.38;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B05;X4;;1;16.43452;24.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B06;X4;;1;16.44048;23.62;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B07;X4;;1;16.44643;24.31;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B08;X4;;1;16.45238;23.49;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B09;B1;;1;16.45833;7.75;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B10;B1;;1;16.46429;8.14;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C99;B11;B1;;1;16.47024;8.62;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
R;;;;1;16.50000;177.78;0.0;30.00;85.00;20.95;0.00;test measure for referencing ;30.0;30.0;30.0
C100;A01;X1;;1;16.50595;43.30;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C100;A02;X1;;1;16.51190;42.08;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C100;A03;X1;;1;16.51786;42.66;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C100;A04;X1;;1;16.52381;39.18;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C100;A05;X1;;1;16.52976;46.76;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C100;A06;X2;;1;16.53571;14.04;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C100;A07;X2;;1;16.54167;13.09;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C100;A08;X2;;1;16.54762;13.78;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
C100;A09;X2;;1;16.55357;12.99;0.0;30.00;85.00;20.95;0.00;;30.0;30.0;30.0
